,id,age,sex,hhold,htype,wp,long,lat,RID
5098127,36061017500i5600,55,m,36061017500h3588,1,36061017500h3588,-73.97640857816249,40.78915559698,1285796
10651335,34017018701i2874,17,m,34017018701h488,0,34003019102s0,-74.0261382065696,40.742193224019,330002
10651336,34017018701i984,24,f,34017018701h488,0,36061012500w2121,-74.0261382065696,40.742193224019,330002
10651337,34017018701i754,23,m,34017018701h488,0,36053940403w,-74.0261382065696,40.742193224019,330002
3237444,36047069602i4083,73,m,36047069602h1994,0,36047069602h1994,-73.9087558439742,40.6245891123395,665249
3237445,36047069602i3881,61,f,36047069602h1994,0,36047069602h1994,-73.9087558439742,40.6245891123395,665249
1047439,36005037504i3129,7,m,36005037504h388,5,36005000400s0,-73.8906835259944,40.850908574879206,762746
1047440,36005037504i3574,33,f,36005037504h388,5,36005037504h388,-73.8906835259944,40.850908574879206,762746
1047441,36005037504i419,31,f,36005037504h388,5,36005004200w133,-73.8906835259944,40.850908574879206,762746
1047442,36005037504i3533,3,f,36005037504h388,5,36005000400d0,-73.8906835259944,40.850908574879206,762746
1047443,36005037504i2905,3,f,36005037504h388,5,36005000400d0,-73.8906835259944,40.850908574879206,762746
1047444,36005037504i193,1,f,36005037504h388,5,36005000400d0,-73.8906835259944,40.850908574879206,762746
1047445,36005037504i202,12,f,36005037504h388,5,36087011403s2,-73.8906835259944,40.850908574879206,762746
3888300,36059300400i1592,27,f,36059300400h859,1,36081092900w231,-73.7314126844404,40.805302267396605,429605
3888301,36059300400i1898,1,m,36059300400h859,1,36081152902d0,-73.7314126844404,40.805302267396605,429605
3888302,36059300400i1401,24,m,36059300400h859,1,36059300400h859,-73.7314126844404,40.805302267396605,429605
3888303,36059300400i4147,9,f,36059300400h859,1,36081099704s1,-73.7314126844404,40.805302267396605,429605
540637,36005021002i5212,8,m,36005021002h2326,1,36005000400s0,-73.85464703947821,40.8405620508605,657433
540638,36005021002i2890,48,m,36005021002h2326,1,36061010400w1795,-73.85464703947821,40.8405620508605,657433
540639,36005021002i3678,52,f,36005021002h2326,1,36061010800w298,-73.85464703947821,40.8405620508605,657433
540640,36005021002i5377,79,f,36005021002h2326,1,36005021002h2326,-73.85464703947821,40.8405620508605,657433
540641,36005021002i5223,9,f,36005021002h2326,1,36005000400s0,-73.85464703947821,40.8405620508605,657433
1575426,36047009400i4513,16,m,36047009400h1568,6,36047076800s7,-74.0033083652648,40.64361107630929,805355
1575427,36047009400i3587,83,f,36047009400h1568,6,36047009400h1568,-74.0033083652648,40.64361107630929,805355
1575428,36047009400i4944,29,f,36047009400h1568,6,36061001300w829,-74.0033083652648,40.64361107630929,805355
1575429,36047009400i3412,85,f,36047009400h1568,6,36047009400h1568,-74.0033083652648,40.64361107630929,805355
1575430,36047009400i3496,83,f,36047009400h1568,6,36061009800w388,-74.0033083652648,40.64361107630929,805355
1575431,36047009400i4873,69,f,36047009400h1568,6,36061002900w2302,-74.0033083652648,40.64361107630929,805355
7316701,36081080900i1518,54,m,36081080900h1385,1,36081080900h1385,-73.8162965467798,40.7338847238205,467193
7316702,36081080900i1537,8,f,36081080900h1385,1,36005016100s0,-73.8162965467798,40.7338847238205,467193
7316703,36081080900i2051,49,f,36081080900h1385,1,36081080900h1385,-73.8162965467798,40.7338847238205,467193
5744928,36081002500i1295,14,f,36081002500h1202,5,36103122705s2,-73.9450628139284,40.7537327572999,690637
5744929,36081002500i1607,57,f,36081002500h1202,5,36081002500h1202,-73.9450628139284,40.7537327572999,690637
5744930,36081002500i6412,55,m,36081002500h1202,5,36081017900w484,-73.9450628139284,40.7537327572999,690637
5744931,36081002500i5492,37,m,36081002500h1202,5,36061007600w1489,-73.9450628139284,40.7537327572999,690637
3337212,36047078600i1451,23,m,36047078600h1282,1,36047078600h1282,-73.94785650091741,40.6347753970926,767776
3337213,36047078600i2135,22,f,36047078600h1282,1,36087013001w195,-73.94785650091741,40.6347753970926,767776
3337214,36047078600i2619,7,f,36047078600h1282,1,36047073400s1,-73.94785650091741,40.6347753970926,767776
11285793,34039032600i3305,2,f,34039032600h1201,1,34039032700d6,-74.2537459602593,40.7123172148689,64305
11285794,34039032600i1698,42,m,34039032600h1201,1,34023000603w738,-74.2537459602593,40.7123172148689,64305
11285795,34039032600i3307,7,m,34039032600h1201,1,34003001000s1,-74.2537459602593,40.7123172148689,64305
11285796,34039032600i4610,87,f,34039032600h1201,1,34039032600h1201,-74.2537459602593,40.7123172148689,64305
11285797,34039032600i2300,31,f,34039032600h1201,1,34039032600h1201,-74.2537459602593,40.7123172148689,64305
38146,36005002701i3009,60,f,36005002701h557,4,36005023702w122,-73.9174280134867,40.8043436111857,67201
38147,36005002701i2999,47,m,36005002701h557,4,36005002701h557,-73.9174280134867,40.8043436111857,67201
38148,36005002701i2720,20,m,36005002701h557,4,36061000700w2324,-73.9174280134867,40.8043436111857,67201
38149,36005002701i2076,57,m,36005002701h557,4,36005002701h557,-73.9174280134867,40.8043436111857,67201
38150,36005002701i494,63,f,36005002701h557,4,36005002701h557,-73.9174280134867,40.8043436111857,67201
38151,36005002701i2774,34,f,36005002701h557,4,36061003100w522,-73.9174280134867,40.8043436111857,67201
4918943,36061015300i4117,39,m,36061015300h3412,1,09007541500w146,-73.9814973747076,40.7735705005432,1253790
4918944,36061015300i5722,0,f,36061015300h3412,1,36061012700d1,-73.9814973747076,40.7735705005432,1253790
4918945,36061015300i5735,12,f,36061015300h3412,1,36061015500s2,-73.9814973747076,40.7735705005432,1253790
4918946,36061015300i5736,1,f,36061015300h3412,1,36061012700d1,-73.9814973747076,40.7735705005432,1253790
4918947,36061015300i4673,38,f,36061015300h3412,1,36061003700w1081,-73.9814973747076,40.7735705005432,1253790
6965897,36081058100i283,35,f,36081058100h301,5,36081058100h301,-73.8936603621431,40.7022993080402,693456
6965898,36081058100i2475,66,f,36081058100h301,5,36081062700w6,-73.8936603621431,40.7022993080402,693456
6965899,36081058100i83,0,f,36081058100h301,5,36005019300d0,-73.8936603621431,40.7022993080402,693456
6965900,36081058100i93,7,f,36081058100h301,5,36071014600s0,-73.8936603621431,40.7022993080402,693456
3433877,36047083200i1724,69,f,36047083200h230,4,36061005400w382,-73.9405930305044,40.643752087877296,767856
3433878,36047083200i1929,30,f,36047083200h230,4,36103123600w32,-73.9405930305044,40.643752087877296,767856
3433879,36047083200i1809,37,m,36047083200h230,4,36047083200h230,-73.9405930305044,40.643752087877296,767856
3433880,36047083200i1856,38,f,36047083200h230,4,36047083200h230,-73.9405930305044,40.643752087877296,767856
3433881,36047083200i2128,23,m,36047083200h230,4,36047083200h230,-73.9405930305044,40.643752087877296,767856
3433882,36047083200i414,67,f,36047083200h230,4,36047083200h230,-73.9405930305044,40.643752087877296,767856
3433883,36047083200i2014,81,m,36047083200h230,4,36047083200h230,-73.9405930305044,40.643752087877296,767856
3433884,36047083200i2253,59,m,36047083200h230,4,36047012100w133,-73.9405930305044,40.643752087877296,767856
2641895,36047043400i1384,72,f,36047043400h824,0,36061003300w2389,-73.979399226613,40.612171622564205,797341
2641896,36047043400i933,71,m,36047043400h824,0,36047043400h824,-73.979399226613,40.612171622564205,797341
2641897,36047043400i3355,75,f,36047043400h824,0,36047045400w11,-73.979399226613,40.612171622564205,797341
4239974,36061002601i1819,37,f,36061002601h1134,0,36061002601h1134,-73.9783508303057,40.722290910471294,961532
4239975,36061002601i1422,35,m,36061002601h1134,0,36061002601h1134,-73.9783508303057,40.722290910471294,961532
3234007,36047069602i2042,7,m,36047069602h1081,1,36081038100s0,-73.9110547297863,40.624827128912294,424594
3234008,36047069602i2048,8,f,36047069602h1081,1,36081038100s0,-73.9110547297863,40.624827128912294,424594
3234009,36047069602i2045,11,m,36047069602h1081,1,36081038100s0,-73.9110547297863,40.624827128912294,424594
3234010,36047069602i2046,5,f,36047069602h1081,1,36081038100s0,-73.9110547297863,40.624827128912294,424594
3234011,36047069602i1381,45,m,36047069602h1081,1,36047019500w45,-73.9110547297863,40.624827128912294,424594
3234012,36047069602i4545,41,f,36047069602h1081,1,36047069602h1081,-73.9110547297863,40.624827128912294,424594
3234013,36047069602i1770,45,f,36047069602h1081,1,36047069602h1081,-73.9110547297863,40.624827128912294,424594
3952388,36059302800i450,20,f,36059302800h391,4,36059302800h391,-73.6908951742233,40.755893190065706,79607
8502588,36119003300i431,13,m,36119003300h381,5,36119002700s0,-73.8256534093588,40.905932151978,739379
8502589,36119003300i544,38,f,36119003300h381,5,36119003300h381,-73.8256534093588,40.905932151978,739379
8502590,36119003300i432,12,f,36119003300h381,5,36119002700s0,-73.8256534093588,40.905932151978,739379
8502591,36119003300i439,11,m,36119003300h381,5,36005046202s1,-73.8256534093588,40.905932151978,739379
8502592,36119003300i2348,68,f,36119003300h381,5,36005042100w399,-73.8256534093588,40.905932151978,739379
7604951,36081103201i1882,8,m,36081103201h741,5,36103147902s1,-73.7538557545369,40.6090559284795,691620
7604952,36081103201i1762,51,f,36081103201h741,5,36081103201h741,-73.7538557545369,40.6090559284795,691620
7604953,36081103201i1869,9,m,36081103201h741,5,36103147902s1,-73.7538557545369,40.6090559284795,691620
7604954,36081103201i5519,6,m,36081103201h741,5,36103158104s0,-73.7538557545369,40.6090559284795,691620
7604955,36081103201i5270,46,f,36081103201h741,5,25021416400w,-73.7538557545369,40.6090559284795,691620
5353903,36061022200i782,43,m,36061022200h770,2,36061022200h770,-73.9464035072985,40.8081613610041,1292239
5353904,36061022200i2287,16,m,36061022200h770,2,36005006700s1,-73.9464035072985,40.8081613610041,1292239
1272423,36005042600i5349,67,f,36005042600h531,5,36005029600w435,-73.8412314290759,40.889020079511106,657492
1272424,36005042600i5632,17,m,36005042600h531,5,36005001600s10,-73.8412314290759,40.889020079511106,657492
1272425,36005042600i693,57,f,36005042600h531,5,36005042600h531,-73.8412314290759,40.889020079511106,657492
1272426,36005042600i6385,14,f,36005042600h531,5,36005001600s10,-73.8412314290759,40.889020079511106,657492
1272427,36005042600i554,13,m,36005042600h531,5,36005048400s5,-73.8412314290759,40.889020079511106,657492
9500470,34013002300i3839,32,f,34013002300h621,4,34013002300h621,-74.2315542747331,40.743304865517004,604668
9500471,34013002300i1130,21,f,34013002300h621,4,36061000900w1941,-74.2315542747331,40.743304865517004,604668
2164155,36047028900i1364,40,f,36047028900h747,4,36047035500w11,-73.9309553275835,40.6924706324392,1248426
2164156,36047028900i2492,70,f,36047028900h747,4,36047028900h747,-73.9309553275835,40.6924706324392,1248426
2164157,36047028900i3029,6,m,36047028900h747,4,36047043300s3,-73.9309553275835,40.6924706324392,1248426
2164158,36047028900i3294,39,m,36047028900h747,4,36047000900w7666,-73.9309553275835,40.6924706324392,1248426
8876471,34003014000i6212,76,f,34003014000h1491,1,34017000902w30,-74.012532010182,40.9738582129985,313726
8876472,34003014000i6459,5,f,34003014000h1491,1,34039030702s1,-74.012532010182,40.9738582129985,313726
8876473,34003014000i3318,67,m,34003014000h1491,1,34003014000h1491,-74.012532010182,40.9738582129985,313726
8876474,34003014000i2845,74,f,34003014000h1491,1,34003014000h1491,-74.012532010182,40.9738582129985,313726
5359589,36061022301i3728,27,m,36061022301h2139,6,36061022301h2139,-73.95220668217641,40.8197673503037,683406
5359590,36061022301i6637,55,f,36061022301h2139,6,36061008200w1912,-73.95220668217641,40.8197673503037,683406
5359591,36061022301i4916,5,m,36061022301h2139,6,36061022301s1,-73.95220668217641,40.8197673503037,683406
5359592,36061022301i3708,19,m,36061022301h2139,6,36061022301h2139,-73.95220668217641,40.8197673503037,683406
3420709,36047082600i3098,18,f,36047082600h1694,0,36047082600h1694,-73.95081381194001,40.6445178371619,796870
3420710,36047082600i5218,54,f,36047082600h1694,0,36047082600h1694,-73.95081381194001,40.6445178371619,796870
3420711,36047082600i2541,23,m,36047082600h1694,0,36047082600h1694,-73.95081381194001,40.6445178371619,796870
10879324,34031175302i2417,5,m,34031175302h866,1,34003023200s0,-74.1188430366559,40.8706872515873,388197
10879325,34031175302i2063,31,f,34031175302h866,1,34031175302h866,-74.1188430366559,40.8706872515873,388197
10879326,34031175302i3922,7,f,34031175302h866,1,34003042100s5,-74.1188430366559,40.8706872515873,388197
10879327,34031175302i3309,10,f,34031175302h866,1,34003042100s5,-74.1188430366559,40.8706872515873,388197
10879328,34031175302i2416,0,f,34031175302h866,1,34003021500d0,-74.1188430366559,40.8706872515873,388197
10879329,34031175302i1398,26,m,34031175302h866,1,36087013003w110,-74.1188430366559,40.8706872515873,388197
10879330,34031175302i3992,30,f,34031175302h866,1,34031175302h866,-74.1188430366559,40.8706872515873,388197
10879331,34031175302i2413,2,m,34031175302h866,1,34003021500d0,-74.1188430366559,40.8706872515873,388197
1728648,36047014900i648,40,m,36047014900h602,7,36061020300w985,-73.9839831305891,40.6601763439337,767215
7241635,36081075701i2637,63,f,36081075701h1775,0,36081014202w425,-73.8337021068753,40.7175075401952,696581
7241636,36081075701i1619,74,m,36081075701h1775,0,36081075701h1775,-73.8337021068753,40.7175075401952,696581
8038503,36085010500i2565,71,f,36085010500h1305,0,36103135205w479,-74.11393875579199,40.6330187263468,782553
8038504,36085010500i4103,29,m,36085010500h1305,0,36085010500h1305,-74.11393875579199,40.6330187263468,782553
8038505,36085010500i1452,74,m,36085010500h1305,0,36085010500h1305,-74.11393875579199,40.6330187263468,782553
8038506,36085010500i4132,27,m,36085010500h1305,0,36085015603w54,-74.11393875579199,40.6330187263468,782553
8038507,36085010500i4416,65,f,36085010500h1305,0,36085010500h1305,-74.11393875579199,40.6330187263468,782553
11238101,34039031903i988,45,m,34039031903h1161,3,34003036200w422,-74.2245770236117,40.656967500604,406296
11238102,34039031903i1405,6,m,34039031903h1161,3,34003001000s1,-74.2245770236117,40.656967500604,406296
11238103,34039031903i1404,3,f,34039031903h1161,3,34013011900d6,-74.2245770236117,40.656967500604,406296
11238104,34039031903i1401,2,m,34039031903h1161,3,34013011900d6,-74.2245770236117,40.656967500604,406296
11238105,34039031903i5074,33,m,34039031903h1161,3,34003042302w807,-74.2245770236117,40.656967500604,406296
5214052,36061019200i2957,88,f,36061019200h1107,1,36047003700w1609,-73.9326079915262,40.7973512349759,1292411
5214053,36061019200i2220,54,f,36061019200h1107,1,36061019200h1107,-73.9326079915262,40.7973512349759,1292411
5214054,36061019200i993,52,m,36061019200h1107,1,36061019200h1107,-73.9326079915262,40.7973512349759,1292411
5214055,36061019200i2203,15,m,36061019200h1107,1,36081007700s1,-73.9326079915262,40.7973512349759,1292411
9512730,34013003100i1730,7,m,34013003100h239,5,34003001000s1,-74.1920774054835,40.7323395906736,603785
9512731,34013003100i1758,16,m,34013003100h239,5,34023001413s0,-74.1920774054835,40.7323395906736,603785
9512732,34013003100i2010,47,f,34013003100h239,5,34013008000w1470,-74.1920774054835,40.7323395906736,603785
9512733,34013003100i551,15,m,34013003100h239,5,34023001413s0,-74.1920774054835,40.7323395906736,603785
9512734,34013003100i545,15,f,34013003100h239,5,34023001413s0,-74.1920774054835,40.7323395906736,603785
9512735,34013003100i594,58,f,34013003100h239,5,34039033100w453,-74.1920774054835,40.7323395906736,603785
10769906,34031124402i1698,75,m,34031124402h1326,0,34031124402w326,-74.12585690565459,40.823452245517394,1240376
10769907,34031124402i4969,58,f,34031124402h1326,0,34031124401w130,-74.12585690565459,40.823452245517394,1240376
10769908,34031124402i2406,82,f,34031124402h1326,0,34031124402h1326,-74.12585690565459,40.823452245517394,1240376
10769909,34031124402i5022,33,m,34031124402h1326,0,34031124402h1326,-74.12585690565459,40.823452245517394,1240376
10769910,34031124402i4812,0,m,34031124402h1326,0,34003051200d0,-74.12585690565459,40.823452245517394,1240376
4759404,36061013200i5570,50,m,36061013200h4718,1,36061020101w40,-73.9518663232629,40.767782040464795,1253646
4759405,36061013200i10100,11,f,36061013200h4718,1,36081018900s1,-73.9518663232629,40.767782040464795,1253646
4759406,36061013200i6293,55,f,36061013200h4718,1,36061013200h4718,-73.9518663232629,40.767782040464795,1253646
4759407,36061013200i10098,14,m,36061013200h4718,1,36081001900s1,-73.9518663232629,40.767782040464795,1253646
11078611,34031203600i2304,19,f,34031203600h1104,1,34003017200w342,-74.1790623955697,40.9369913295278,640978
11078612,34031203600i3095,6,f,34031203600h1104,1,34031133702s0,-74.1790623955697,40.9369913295278,640978
11078613,34031203600i3097,5,m,34031203600h1104,1,34031133702s0,-74.1790623955697,40.9369913295278,640978
11078614,34031203600i5710,16,m,34031203600h1104,1,34031163500s1,-74.1790623955697,40.9369913295278,640978
11078615,34031203600i4980,16,f,34031203600h1104,1,34031163500s1,-74.1790623955697,40.9369913295278,640978
11078616,34031203600i1533,29,m,34031203600h1104,1,34031203600h1104,-74.1790623955697,40.9369913295278,640978
3800506,36047118201i1107,23,m,36047118201h665,0,36047043900w51,-73.8714846452639,40.6873711268423,661039
3800507,36047118201i1424,29,f,36047118201h665,0,36047118201h665,-73.8714846452639,40.6873711268423,661039
3800508,36047118201i1856,26,m,36047118201h665,0,36047118201h665,-73.8714846452639,40.6873711268423,661039
5823734,36081005900i3824,0,m,36081005900h955,1,36005000400d0,-73.9208806088548,40.758012689896496,804687
5823735,36081005900i1072,55,m,36081005900h955,1,36061006800w543,-73.9208806088548,40.758012689896496,804687
5823736,36081005900i1176,64,f,36081005900h955,1,36081005900h955,-73.9208806088548,40.758012689896496,804687
3155637,36047061002i1494,85,f,36047061002h178,10,36047061002h178,-73.956418388407,40.5753202071822,661523
10980670,34031181100i1453,40,m,34031181100h1298,1,34003026200w45,-74.1478698629236,40.928001673829996,759225
10980671,34031181100i3348,8,m,34031181100h1298,1,34003017200s0,-74.1478698629236,40.928001673829996,759225
10980672,34031181100i5194,8,f,34031181100h1298,1,34003017300s2,-74.1478698629236,40.928001673829996,759225
10980673,34031181100i2523,31,f,34031181100h1298,1,34003032103w626,-74.1478698629236,40.928001673829996,759225
10980674,34031181100i5577,30,m,34031181100h1298,1,34031181100h1298,-74.1478698629236,40.928001673829996,759225
10867861,34031175200i3459,34,m,34031175200h1325,0,34003017200w358,-74.1132472576725,40.868645628799,383389
10867862,34031175200i2620,21,m,34031175200h1325,0,34031175200h1325,-74.1132472576725,40.868645628799,383389
10867863,34031175200i3254,16,f,34031175200h1325,0,34003030300s2,-74.1132472576725,40.868645628799,383389
3551149,36047091000i614,11,m,36047091000h939,5,36081027800s1,-73.90269555480441,40.6666663214396,795102
3551150,36047091000i4043,6,m,36047091000h939,5,36081041400s0,-73.90269555480441,40.6666663214396,795102
3551151,36047091000i924,46,f,36047091000h939,5,36047091000h939,-73.90269555480441,40.6666663214396,795102
3551152,36047091000i611,7,m,36047091000h939,5,36081027800s1,-73.90269555480441,40.6666663214396,795102
10215747,34017004900i1203,4,f,34017004900h501,5,34017006000s1,-74.0882862458398,40.7136776115732,1097390
10215748,34017004900i1199,5,f,34017004900h501,5,34017006000s1,-74.0882862458398,40.7136776115732,1097390
10215749,34017004900i957,47,f,34017004900h501,5,34017004900h501,-74.0882862458398,40.7136776115732,1097390
10215750,34017004900i1216,13,f,34017004900h501,5,34017005200s1,-74.0882862458398,40.7136776115732,1097390
746773,36005025300i5623,40,f,36005025300h1324,1,36005025300h1324,-73.9054641111823,40.859420757974604,655213
746774,36005025300i5748,37,m,36005025300h1324,1,36005025300h1324,-73.9054641111823,40.859420757974604,655213
746775,36005025300i2910,14,m,36005025300h1324,1,36005001600s10,-73.9054641111823,40.859420757974604,655213
746776,36005025300i2707,23,f,36005025300h1324,1,36005025300h1324,-73.9054641111823,40.859420757974604,655213
746777,36005025300i1150,31,m,36005025300h1324,1,36005025300h1324,-73.9054641111823,40.859420757974604,655213
2896484,36047051601i5160,20,f,36047051601h1785,6,36047089000w371,-73.9550634157241,40.6394868706155,665870
2896485,36047051601i3162,27,m,36047051601h1785,6,36047051601h1785,-73.9550634157241,40.6394868706155,665870
2896486,36047051601i4415,33,f,36047051601h1785,6,36047051601h1785,-73.9550634157241,40.6394868706155,665870
2896487,36047051601i2383,18,m,36047051601h1785,6,36047051601h1785,-73.9550634157241,40.6394868706155,665870
2896488,36047051601i2369,19,m,36047051601h1785,6,36103146604w315,-73.9550634157241,40.6394868706155,665870
2894505,36047051601i5335,25,m,36047051601h1312,1,36047051601h1312,-73.954418772908,40.6392651991145,665869
2894506,36047051601i2748,8,f,36047051601h1312,1,36081035700s0,-73.954418772908,40.6392651991145,665869
2894507,36047051601i2751,7,m,36047051601h1312,1,36081035700s0,-73.954418772908,40.6392651991145,665869
2894508,36047051601i1689,19,f,36047051601h1312,1,36047051601h1312,-73.954418772908,40.6392651991145,665869
2894509,36047051601i5696,62,m,36047051601h1312,1,36047051601h1312,-73.954418772908,40.6392651991145,665869
2894510,36047051601i2746,2,m,36047051601h1312,1,36047051601h1312,-73.954418772908,40.6392651991145,665869
2894511,36047051601i1499,21,m,36047051601h1312,1,36047051601h1312,-73.954418772908,40.6392651991145,665869
1827451,36047018800i1330,12,m,36047018800h516,1,36047024800s0,-74.0030861899462,40.617681902873,803163
1827452,36047018800i858,32,f,36047018800h516,1,36047018800h516,-74.0030861899462,40.617681902873,803163
1827453,36047018800i2261,8,m,36047018800h516,1,36047025000s0,-74.0030861899462,40.617681902873,803163
1827454,36047018800i2070,29,m,36047018800h516,1,36047018800h516,-74.0030861899462,40.617681902873,803163
1827455,36047018800i707,38,m,36047018800h516,1,36061006600w164,-74.0030861899462,40.617681902873,803163
5845379,36081006300i4302,33,f,36081006300h2512,6,36061006200w1123,-73.9167386404382,40.763105254162,798744
5845380,36081006300i4299,32,f,36081006300h2512,6,36061020300w1112,-73.9167386404382,40.763105254162,798744
1684906,36047013400i1841,56,m,36047013400h1107,0,36047013400h1107,-74.0217816936556,40.628969532041204,1275207
1684907,36047013400i2091,64,f,36047013400h1107,0,36047013400h1107,-74.0217816936556,40.628969532041204,1275207
4522570,36061007800i5232,20,f,36061007800h3926,0,36061007800h3926,-73.97493413007871,40.744912400854204,449434
4522571,36061007800i5266,32,m,36061007800h3926,0,36061007800h3926,-73.97493413007871,40.744912400854204,449434
7704677,36081118900i2140,40,f,36081118900h565,0,36061010000w1414,-73.8138912375966,40.7558244079286,1157511
7704678,36081118900i1094,53,m,36081118900h565,0,36119002600w302,-73.8138912375966,40.7558244079286,1157511
7704679,36081118900i2123,29,m,36081118900h565,0,36081118900h565,-73.8138912375966,40.7558244079286,1157511
7704680,36081118900i1042,57,f,36081118900h565,0,36081118900h565,-73.8138912375966,40.7558244079286,1157511
7704681,36081118900i1686,23,f,36081118900h565,0,36081118900h565,-73.8138912375966,40.7558244079286,1157511
68534,36005004100i4256,46,m,36005004100h1305,4,36005046201w407,-73.91777845958421,40.8112094391875,763724
68535,36005004100i4441,61,f,36005004100h1305,4,36005004100h1305,-73.91777845958421,40.8112094391875,763724
68536,36005004100i2921,46,f,36005004100h1305,4,36005004100h1305,-73.91777845958421,40.8112094391875,763724
68537,36005004100i5376,5,m,36005004100h1305,4,36005000400s0,-73.91777845958421,40.8112094391875,763724
68538,36005004100i5120,29,m,36005004100h1305,4,36061004300w425,-73.91777845958421,40.8112094391875,763724
68539,36005004100i5881,10,f,36005004100h1305,4,36005000400s0,-73.91777845958421,40.8112094391875,763724
68540,36005004100i4879,10,m,36005004100h1305,4,36005000400s0,-73.91777845958421,40.8112094391875,763724
68541,36005004100i4721,17,m,36005004100h1305,4,36005001600s10,-73.91777845958421,40.8112094391875,763724
21886,36005002000i5323,69,m,36005002000h2359,1,36105951900w7,-73.8699380449427,40.818109254668,411564
21887,36005002000i5144,27,m,36005002000h2359,1,36005002000h2359,-73.8699380449427,40.818109254668,411564
21888,36005002000i1938,62,m,36005002000h2359,1,36005002000h2359,-73.8699380449427,40.818109254668,411564
21889,36005002000i5971,18,f,36005002000h2359,1,36061016400w58,-73.8699380449427,40.818109254668,411564
21890,36005002000i6534,35,m,36005002000h2359,1,36005002000h2359,-73.8699380449427,40.818109254668,411564
21891,36005002000i4575,69,f,36005002000h2359,1,36005002000h2359,-73.8699380449427,40.818109254668,411564
9011533,34003021300i1012,34,m,34003021300h809,1,34031182100w22,-74.10747974976042,40.881970944484294,598010
9011534,34003021300i2097,6,m,34003021300h809,1,34013019700s0,-74.10747974976042,40.881970944484294,598010
9011535,34003021300i2079,3,m,34003021300h809,1,34003021400d0,-74.10747974976042,40.881970944484294,598010
9011536,34003021300i1411,32,f,34003021300h809,1,34003021300h809,-74.10747974976042,40.881970944484294,598010
7735444,36081122701i4407,47,f,36081122701h2666,1,36005021900w65,-73.8085136565719,40.737756134335704,469446
7735445,36081122701i9155,50,m,36081122701h2666,1,36081122701h2666,-73.8085136565719,40.737756134335704,469446
7735446,36081122701i9580,78,f,36081122701h2666,1,36103110901w192,-73.8085136565719,40.737756134335704,469446
7735447,36081122701i4043,44,m,36081122701h2666,1,36081122701h2666,-73.8085136565719,40.737756134335704,469446
7735448,36081122701i7154,14,f,36081122701h2666,1,36103124300s1,-73.8085136565719,40.737756134335704,469446
7735449,36081122701i9826,6,m,36081122701h2666,1,36103190704s3,-73.8085136565719,40.737756134335704,469446
6830229,36081050000i3230,45,m,36081050000h776,4,36081046000w122,-73.75761430927659,40.7121152606558,779943
6830230,36081050000i1409,53,f,36081050000h776,4,36059407101w49,-73.75761430927659,40.7121152606558,779943
1543808,36047008000i2350,48,m,36047008000h1207,6,36047008000h1207,-74.0111909165179,40.6478019664128,766132
1543809,36047008000i2828,47,f,36047008000h1207,6,36047008000h1207,-74.0111909165179,40.6478019664128,766132
1543810,36047008000i3805,36,f,36047008000h1207,6,36047001100w2862,-74.0111909165179,40.6478019664128,766132
1543811,36047008000i2348,46,m,36047008000h1207,6,36047008000h1207,-74.0111909165179,40.6478019664128,766132
11342852,34039039800i4264,21,f,34039039800h267,5,34023009000w180,-74.1786264231631,40.6715059676305,945702
11342853,34039039800i414,20,f,34039039800h267,5,34039039800h267,-74.1786264231631,40.6715059676305,945702
11342854,34039039800i3526,18,f,34039039800h267,5,09011702700w159,-74.1786264231631,40.6715059676305,945702
11342855,34039039800i329,17,m,34039039800h267,5,34003001000s2,-74.1786264231631,40.6715059676305,945702
5944627,36081011300i2380,12,f,36081011300h1017,1,36081015100s0,-73.9119365535724,40.777677379690104,696604
5944628,36081011300i1185,23,m,36081011300h1017,1,36061003300w2571,-73.9119365535724,40.777677379690104,696604
5944629,36081011300i2373,16,m,36081011300h1017,1,36005015500s0,-73.9119365535724,40.777677379690104,696604
5944630,36081011300i2357,0,f,36081011300h1017,1,36005002500d1,-73.9119365535724,40.777677379690104,696604
5944631,36081011300i4071,44,m,36081011300h1017,1,36081011300h1017,-73.9119365535724,40.777677379690104,696604
5944632,36081011300i1400,20,f,36081011300h1017,1,36061005600w796,-73.9119365535724,40.777677379690104,696604
5944633,36081011300i2359,3,m,36081011300h1017,1,36005002500d1,-73.9119365535724,40.777677379690104,696604
2721891,36047047000i1666,60,m,36047047000h592,0,36047047000h592,-73.9872902187665,40.624813810061795,425607
2721892,36047047000i2005,1,f,36047047000h592,0,36061001800d3,-73.9872902187665,40.624813810061795,425607
2721893,36047047000i1760,50,f,36047047000h592,0,34017007800w6,-73.9872902187665,40.624813810061795,425607
2721894,36047047000i2715,89,f,36047047000h592,0,36047047000h592,-73.9872902187665,40.624813810061795,425607
2721895,36047047000i1946,0,m,36047047000h592,0,36061001800d3,-73.9872902187665,40.624813810061795,425607
2721896,36047047000i2744,16,f,36047047000h592,0,36061001300s2,-73.9872902187665,40.624813810061795,425607
2721897,36047047000i1599,12,m,36047047000h592,0,36047015300s0,-73.9872902187665,40.624813810061795,425607
2721898,36047047000i2797,58,m,36047047000h592,0,36061012900w316,-73.9872902187665,40.624813810061795,425607
2721899,36047047000i2372,8,m,36047047000h592,0,36081071305s0,-73.9872902187665,40.624813810061795,425607
