,id,age,sex,hhold,htype,wp,long,lat,RID
2167599,36047029000i3514,63,m,36047029000h645,4,36061010100w1109,-73.9918710398273,40.6038094300123,1291959
9783558,34013012900i2798,26,f,34013012900h733,2,34013020600w215,-74.2258839350393,40.7255002727599,325543
9783559,34013012900i2312,17,f,34013012900h733,2,34023003700s1,-74.2258839350393,40.7255002727599,325543
9783560,34013012900i741,44,m,34013012900h733,2,34013012900h733,-74.2258839350393,40.7255002727599,325543
6239755,36081025302i1964,8,m,36081025302h721,1,36005013500s1,-73.9126793659809,40.7431870753755,470735
6239756,36081025302i1961,17,f,36081025302h721,1,36081116100s0,-73.9126793659809,40.7431870753755,470735
6239757,36081025302i1142,32,f,36081025302h721,1,36081025302h721,-73.9126793659809,40.7431870753755,470735
6239758,36081025302i1949,13,m,36081025302h721,1,36081015100s0,-73.9126793659809,40.7431870753755,470735
6239759,36081025302i1006,31,m,36081025302h721,1,36081025302h721,-73.9126793659809,40.7431870753755,470735
6239760,36081025302i1946,14,m,36081025302h721,1,36081116100s0,-73.9126793659809,40.7431870753755,470735
6239761,36081025302i1968,5,f,36081025302h721,1,36005013500s1,-73.9126793659809,40.7431870753755,470735
10537702,34017015801i919,39,f,34017015801h764,1,34017015801h764,-74.00727954053009,40.7797730695054,36858
10537703,34017015801i999,49,m,34017015801h764,1,34017015801h764,-74.00727954053009,40.7797730695054,36858
10537704,34017015801i1320,1,m,34017015801h764,1,34017015801h764,-74.00727954053009,40.7797730695054,36858
2236482,36047031100i2247,44,m,36047031100h824,1,36047049100w90,-73.9409637323612,40.6771729439512,797155
2236483,36047031100i1451,50,f,36047031100h824,1,36061009500w774,-73.9409637323612,40.6771729439512,797155
2236484,36047031100i1780,16,f,36047031100h824,1,36047003300s0,-73.9409637323612,40.6771729439512,797155
2236485,36047031100i1783,8,f,36047031100h824,1,36081054500s0,-73.9409637323612,40.6771729439512,797155
2236486,36047031100i1785,9,f,36047031100h824,1,36081054500s0,-73.9409637323612,40.6771729439512,797155
2236487,36047031100i897,51,m,36047031100h824,1,36047031100h824,-73.9409637323612,40.6771729439512,797155
7718537,36081120500i368,83,m,36081120500h586,0,36005007000w3,-73.8176601973942,40.753166078635395,779629
7718538,36081120500i1123,77,f,36081120500h586,0,36081120500h586,-73.8176601973942,40.753166078635395,779629
1012245,36005036400i787,45,m,36005036400h637,1,36119010701w135,-73.8488403965318,40.8721067587614,764456
1012246,36005036400i1617,9,m,36005036400h637,1,36005000400s0,-73.8488403965318,40.8721067587614,764456
1012247,36005036400i1620,12,f,36005036400h637,1,36005048400s3,-73.8488403965318,40.8721067587614,764456
1012248,36005036400i1140,37,f,36005036400h637,1,36119012101w113,-73.8488403965318,40.8721067587614,764456
1012249,36005036400i1616,6,m,36005036400h637,1,36005000400s0,-73.8488403965318,40.8721067587614,764456
833436,36005027900i6477,33,m,36005027900h2195,0,36005027900h2195,-73.8981925873067,40.8805328246067,411161
833437,36005027900i3604,22,f,36005027900h2195,0,36005027900h2195,-73.8981925873067,40.8805328246067,411161
833438,36005027900i6526,39,m,36005027900h2195,0,36047000900w11440,-73.8981925873067,40.8805328246067,411161
833439,36005027900i6229,33,f,36005027900h2195,0,36005027900h2195,-73.8981925873067,40.8805328246067,411161
833440,36005027900i2897,23,m,36005027900h2195,0,36005027900h2195,-73.8981925873067,40.8805328246067,411161
1134317,36005039500i91,0,f,36005039500h434,5,36005000400d0,-73.8972272493286,40.8454881772534,762632
1134318,36005039500i377,34,f,36005039500h434,5,36085012806w22,-73.8972272493286,40.8454881772534,762632
8569538,36119005100i1012,86,m,36119005100h1235,0,36005042100w858,-73.8077469477192,40.9520587897891,123121
8569539,36119005100i2110,89,f,36119005100h1235,0,36119002600w151,-73.8077469477192,40.9520587897891,123121
10195434,34017004200i1594,20,f,34017004200h803,4,34017004200h803,-74.08069744331121,40.7186901504307,609183
10195435,34017004200i4049,12,f,34017004200h803,4,34017005200s1,-74.08069744331121,40.7186901504307,609183
9921254,34013016300i3180,75,f,34013016300h1432,6,34003061100w66,-74.1970570900807,40.836095209084505,608226
9921255,34013016300i3197,85,f,34013016300h1432,6,34003050000w305,-74.1970570900807,40.836095209084505,608226
9921256,34013016300i3157,78,f,34013016300h1432,6,34013016300w45,-74.1970570900807,40.836095209084505,608226
1710631,36047014200i1571,62,m,36047014200h1017,0,36047014200h1017,-74.02286849368829,40.6217121031622,765085
1710632,36047014200i1686,56,f,36047014200h1017,0,36047082400w15,-74.02286849368829,40.6217121031622,765085
8942819,34003017500i4355,50,f,34003017500h2127,0,34017014400w14,-74.11925032626701,40.928432845305295,915715
8942820,34003017500i6819,10,m,34003017500h2127,0,34039031802s0,-74.11925032626701,40.928432845305295,915715
8942821,34003017500i4320,64,m,34003017500h2127,0,34003017500h2127,-74.11925032626701,40.928432845305295,915715
8942822,34003017500i7519,3,f,34003017500h2127,0,34003022100d0,-74.11925032626701,40.928432845305295,915715
3747156,36047114400i526,48,f,36047114400h272,5,36047000900w12379,-73.8963453870497,40.671822200833,660899
3747157,36047114400i581,11,m,36047114400h272,5,36047114400s1,-73.8963453870497,40.671822200833,660899
3747158,36047114400i586,10,m,36047114400h272,5,36047114400s1,-73.8963453870497,40.671822200833,660899
3747159,36047114400i1689,9,f,36047114400h272,5,36047114400s1,-73.8963453870497,40.671822200833,660899
843541,36005028400i53,4,m,36005028400h29,3,36005000400s0,-73.8374412063525,40.8461987503025,411180
843542,36005028400i14,38,m,36005028400h29,3,36061012200w109,-73.8374412063525,40.8461987503025,411180
10271421,34017006400i2726,74,f,34017006400h1551,6,36047003100w36,-74.04752748720591,40.717790578053005,1279446
10271422,34017006400i2720,71,f,34017006400h1551,6,34017007400w701,-74.04752748720591,40.717790578053005,1279446
7026346,36081061400i119,67,m,36081061400h182,1,36081061400h182,-73.73355391178359,40.6864165953051,780839
7026347,36081061400i1202,89,f,36081061400h182,1,36059411400w47,-73.73355391178359,40.6864165953051,780839
7026348,36081061400i343,65,f,36081061400h182,1,36081061400h182,-73.73355391178359,40.6864165953051,780839
7026349,36081061400i1133,66,m,36081061400h182,1,36061003100w1674,-73.73355391178359,40.6864165953051,780839
8988367,34003019305i6558,41,f,34003019305h1906,1,34003016000w441,-73.9737539757993,40.8474466656904,313046
8988368,34003019305i2403,59,f,34003019305h1906,1,34003042302w1396,-73.9737539757993,40.8474466656904,313046
8988369,34003019305i3186,15,m,34003019305h1906,1,34013010900s0,-73.9737539757993,40.8474466656904,313046
8988370,34003019305i6245,6,f,34003019305h1906,1,34039030802s2,-73.9737539757993,40.8474466656904,313046
8988371,34003019305i3419,17,m,34003019305h1906,1,34013010900s0,-73.9737539757993,40.8474466656904,313046
8988372,34003019305i1975,53,m,34003019305h1906,1,34013014800w37,-73.9737539757993,40.8474466656904,313046
8988373,34003019305i3296,16,f,34003019305h1906,1,34013010900s0,-73.9737539757993,40.8474466656904,313046
7935762,36085000800i4217,55,m,36085000800h1630,0,34013005000w18,-74.0641157615883,40.6105286343896,702294
7935763,36085000800i3363,28,f,36085000800h1630,0,36061001502w916,-74.0641157615883,40.6105286343896,702294
7935764,36085000800i3314,27,m,36085000800h1630,0,36085000800h1630,-74.0641157615883,40.6105286343896,702294
7350953,36081084500i184,12,m,36081084500h714,5,36081080900s0,-73.82071925589659,40.7509541969284,89965
7350954,36081084500i180,17,m,36081084500h714,5,36081086300s2,-73.82071925589659,40.7509541969284,89965
7350955,36081084500i190,2,f,36081084500h714,5,36081084500h714,-73.82071925589659,40.7509541969284,89965
7350956,36081084500i308,33,f,36081084500h714,5,36081084500h714,-73.82071925589659,40.7509541969284,89965
8133270,36085015100i68,12,f,36085015100h573,5,36085014100s1,-74.1304019209063,40.6147826175535,473335
8133271,36085015100i4951,6,f,36085015100h573,5,36085015602s0,-74.1304019209063,40.6147826175535,473335
8133272,36085015100i454,54,f,36085015100h573,5,36085015100h573,-74.1304019209063,40.6147826175535,473335
5090013,36061017401i4384,51,f,36061017401h887,5,36061021600w21,-73.9493358336324,40.7966225306109,450150
5090014,36061017401i1028,22,f,36061017401h887,5,36059301800w114,-73.9493358336324,40.7966225306109,450150
5090015,36061017401i940,17,m,36061017401h887,5,36061011800s1,-73.9493358336324,40.7966225306109,450150
552844,36005021200i2717,18,m,36005021200h2109,0,36005021200h2109,-73.860384444347,40.837360325557206,1131555
552845,36005021200i3547,31,m,36005021200h2109,0,36061011900w2209,-73.860384444347,40.837360325557206,1131555
552846,36005021200i3689,39,f,36005021200h2109,0,36005021200h2109,-73.860384444347,40.837360325557206,1131555
10212181,34017004800i3846,6,f,34017004800h694,2,34017004800s0,-74.0901482939007,40.7141774289017,331258
10212182,34017004800i3507,28,m,34017004800h694,2,34017004800h694,-74.0901482939007,40.7141774289017,331258
10212183,34017004800i684,36,m,34017004800h694,2,34013007900w273,-74.0901482939007,40.7141774289017,331258
10212184,34017004800i4133,65,f,34017004800h694,2,34017004800h694,-74.0901482939007,40.7141774289017,331258
3550754,36047091000i4334,14,m,36047091000h839,5,36081024000s0,-73.9034520294522,40.6676428545137,795099
3550755,36047091000i535,51,f,36047091000h839,5,36047091000h839,-73.9034520294522,40.6676428545137,795099
3550756,36047091000i81,8,f,36047091000h839,5,36081027800s1,-73.9034520294522,40.6676428545137,795099
3550757,36047091000i4634,25,m,36047091000h839,5,36047091000h839,-73.9034520294522,40.6676428545137,795099
1015482,36005036501i802,24,f,36005036501h485,5,36005036501h485,-73.8862973060666,40.8449833785035,763018
1015483,36005036501i3325,12,f,36005036501h485,5,36005038500s0,-73.8862973060666,40.8449833785035,763018
1015484,36005036501i3341,41,m,36005036501h485,5,36005036501h485,-73.8862973060666,40.8449833785035,763018
1015485,36005036501i3577,35,f,36005036501h485,5,36005036501h485,-73.8862973060666,40.8449833785035,763018
1015486,36005036501i783,4,f,36005036501h485,5,36005000400s0,-73.8862973060666,40.8449833785035,763018
1015487,36005036501i784,7,m,36005036501h485,5,36005000400s0,-73.8862973060666,40.8449833785035,763018
7749873,36081124100i863,62,f,36081124100h527,1,36061023801w16,-73.79959058703041,40.7242329840634,777538
7749874,36081124100i722,63,m,36081124100h527,1,36081124100h527,-73.79959058703041,40.7242329840634,777538
7749875,36081124100i3376,34,f,36081124100h527,1,36061019400w244,-73.79959058703041,40.7242329840634,777538
7749876,36081124100i3632,61,f,36081124100h527,1,36081124100h527,-73.79959058703041,40.7242329840634,777538
2548785,36047040900i1766,24,m,36047040900h1062,6,36047040900h1062,-73.9065914634556,40.6909326170026,768187
2548786,36047040900i3165,12,m,36047040900h1062,6,36047043500s1,-73.9065914634556,40.6909326170026,768187
2548787,36047040900i251,18,m,36047040900h1062,6,36047040900h1062,-73.9065914634556,40.6909326170026,768187
9676041,34013009700i961,55,m,34013009700h979,2,34013009600w24,-74.16132852694649,40.7787131255684,751396
9676042,34013009700i3692,10,m,34013009700h979,2,34003001000s1,-74.16132852694649,40.7787131255684,751396
9676043,34013009700i4399,1,f,34013009700h979,2,34013008200d2,-74.16132852694649,40.7787131255684,751396
470411,36005019300i231,61,f,36005019300h192,9,36005019300h192,-73.9303420291448,40.8364725019136,656690
5443750,36061023502i23,85,f,36061023502h1,10,36047001100w2158,-73.9387064179927,40.828881380962294,961418
5729400,36081001400i1156,4,f,36081001400h584,1,36103190603s0,-73.855734168835,40.693381482912294,799084
5729401,36081001400i1159,8,m,36081001400h584,1,36103190603s0,-73.855734168835,40.693381482912294,799084
5729402,36081001400i510,21,m,36081001400h584,1,36081001400h584,-73.855734168835,40.693381482912294,799084
5729403,36081001400i3196,55,f,36081001400h584,1,36047003700w1934,-73.855734168835,40.693381482912294,799084
5729404,36081001400i567,19,f,36081001400h584,1,36081150702w63,-73.855734168835,40.693381482912294,799084
5729405,36081001400i2996,84,f,36081001400h584,1,36059518501w620,-73.855734168835,40.693381482912294,799084
61818,36005003900i6316,23,f,36005003900h1507,1,36005007100w66,-73.9191755267435,40.8084188348055,794075
61819,36005003900i4692,61,f,36005003900h1507,1,36005003900h1507,-73.9191755267435,40.8084188348055,794075
61820,36005003900i2883,48,f,36005003900h1507,1,36005003900h1507,-73.9191755267435,40.8084188348055,794075
61821,36005003900i3364,12,f,36005003900h1507,1,36005018302s0,-73.9191755267435,40.8084188348055,794075
61822,36005003900i5236,61,m,36005003900h1507,1,36005003900h1507,-73.9191755267435,40.8084188348055,794075
61823,36005003900i3365,13,m,36005003900h1507,1,36005018302s0,-73.9191755267435,40.8084188348055,794075
61824,36005003900i5152,37,m,36005003900h1507,1,36005003900h1507,-73.9191755267435,40.8084188348055,794075
61825,36005003900i1840,55,m,36005003900h1507,1,36047020300w65,-73.9191755267435,40.8084188348055,794075
61826,36005003900i3351,10,m,36005003900h1507,1,36005000400s0,-73.9191755267435,40.8084188348055,794075
442460,36005018301i2214,59,m,36005018301h1714,0,36061007600w1540,-73.9212751446476,40.8274023105784,67037
442461,36005018301i3581,67,f,36005018301h1714,0,36005018301h1714,-73.9212751446476,40.8274023105784,67037
442462,36005018301i2705,61,f,36005018301h1714,0,36005018301h1714,-73.9212751446476,40.8274023105784,67037
10387783,34017012500i50,35,m,34017012500h222,7,34017012500h222,-74.14970730433691,40.7687596459083,331720
6553374,36081039400i470,47,m,36081039400h550,1,36081039400h550,-73.75754409234109,40.6877695672255,471811
6553375,36081039400i1201,7,m,36081039400h550,1,36103147402s0,-73.75754409234109,40.6877695672255,471811
6553376,36081039400i1867,50,m,36081039400h550,1,36081039400h550,-73.75754409234109,40.6877695672255,471811
6553377,36081039400i962,37,f,36081039400h550,1,36081039400h550,-73.75754409234109,40.6877695672255,471811
8926438,34003017200i243,9,m,34003017200h753,5,34039033100s1,-74.12530570881219,40.941606065138394,916704
8926439,34003017200i235,4,m,34003017200h753,5,34039033100s1,-74.12530570881219,40.941606065138394,916704
8926440,34003017200i229,12,m,34003017200h753,5,34003022200s1,-74.12530570881219,40.941606065138394,916704
8926441,34003017200i648,47,f,34003017200h753,5,36005042100w1183,-74.12530570881219,40.941606065138394,916704
8177578,36085018902i3199,0,f,36085018902h1137,0,36085023100d0,-74.1394663455688,40.6073634199427,1161373
8177579,36085018902i2320,27,m,36085018902h1137,0,36085018902h1137,-74.1394663455688,40.6073634199427,1161373
8177580,36085018902i2424,26,f,36085018902h1137,0,36085018100w83,-74.1394663455688,40.6073634199427,1161373
8243849,36085027706i472,47,m,36085027706h485,1,34021003601w1066,-74.1636268750425,40.5911078039983,473644
8243850,36085027706i661,11,m,36085027706h485,1,36047021200s0,-74.1636268750425,40.5911078039983,473644
8243851,36085027706i687,52,f,36085027706h485,1,36047011800w88,-74.1636268750425,40.5911078039983,473644
1460155,36047005100i749,33,m,36047005100h551,1,36047005100h551,-74.0053365482603,40.682391658371394,553217
1460156,36047005100i1410,2,f,36047005100h551,1,36047005900d0,-74.0053365482603,40.682391658371394,553217
1460157,36047005100i1414,4,m,36047005100h551,1,36047005900s1,-74.0053365482603,40.682391658371394,553217
1460158,36047005100i856,29,f,36047005100h551,1,36061006500w508,-74.0053365482603,40.682391658371394,553217
1460159,36047005100i2064,63,f,36047005100h551,1,36061014402w32,-74.0053365482603,40.682391658371394,553217
1460160,36047005100i1401,1,m,36047005100h551,1,36047005900d0,-74.0053365482603,40.682391658371394,553217
2015428,36047024600i2538,38,f,36047024600h849,0,36061012000w186,-73.9805840521805,40.616136449480706,795282
2015429,36047024600i1902,45,m,36047024600h849,0,36047024600h849,-73.9805840521805,40.616136449480706,795282
2015430,36047024600i2058,45,f,36047024600h849,0,36047092400w35,-73.9805840521805,40.616136449480706,795282
6550520,36081038400i2036,70,f,36081038400h381,3,36081038400h381,-73.74972019362221,40.692473664508,700120
6550521,36081038400i1668,35,m,36081038400h381,3,36081038400h381,-73.74972019362221,40.692473664508,700120
6550522,36081038400i184,49,m,36081038400h381,3,36061002100w2388,-73.74972019362221,40.692473664508,700120
6550523,36081038400i682,9,f,36081038400h381,3,36103146103s0,-73.74972019362221,40.692473664508,700120
6550524,36081038400i2272,62,f,36081038400h381,3,36081038400h381,-73.74972019362221,40.692473664508,700120
7917075,36081161700i1140,81,f,36081161700h81,10,36081161700h81,-73.7168228836264,40.7308325641108,781881
5331714,36061021600i528,55,m,36061021600h827,7,36061021600h827,-73.9524876039246,40.800342123171,449968
11343999,34039039800i429,49,m,34039039800h632,3,34023009300w702,-74.1616035667746,40.687209613601205,652029
11344000,34039039800i4263,38,f,34039039800h632,3,34039039800h632,-74.1616035667746,40.687209613601205,652029
11344001,34039039800i1479,6,m,34039039800h632,3,34003001000s1,-74.1616035667746,40.687209613601205,652029
11344002,34039039800i3543,52,m,34039039800h632,3,34039035100w183,-74.1616035667746,40.687209613601205,652029
11059008,34031182900i1934,22,f,34031182900h163,5,36059302400w107,-74.1658065368872,40.9047338713612,184885
11059009,34031182900i303,33,f,34031182900h163,5,34031182900h163,-74.1658065368872,40.9047338713612,184885
11059010,34031182900i261,8,m,34031182900h163,5,34031223802s3,-74.1658065368872,40.9047338713612,184885
11059011,34031182900i258,2,m,34031182900h163,5,34031182800d1,-74.1658065368872,40.9047338713612,184885
11059012,34031182900i1537,32,m,34031182900h163,5,34031182900h163,-74.1658065368872,40.9047338713612,184885
7260241,36081077902i4465,16,m,36081077902h1404,0,36081077908s2,-73.8198094710484,40.7229023150234,471514
7260242,36081077902i3271,21,m,36081077902h1404,0,36081077902h1404,-73.8198094710484,40.7229023150234,471514
7260243,36081077902i3180,24,f,36081077902h1404,0,36081073700w94,-73.8198094710484,40.7229023150234,471514
2675194,36047044300i1869,73,m,36047044300h1291,0,36047044300h1291,-73.9158852938126,40.7052431080203,795947
2675195,36047044300i2382,70,f,36047044300h1291,0,36061008400w808,-73.9158852938126,40.7052431080203,795947
2675196,36047044300i5071,34,m,36047044300h1291,0,36061013100w1534,-73.9158852938126,40.7052431080203,795947
9136334,34003030400i583,75,m,34003030400h554,8,34031246203w129,-74.0888207269075,40.8626997698253,30266
1067149,36005038100i5784,57,f,36005038100h1732,0,36005038100h1732,-73.9011765307445,40.8517519397815,763189
1067150,36005038100i3365,35,f,36005038100h1732,0,36061011100w656,-73.9011765307445,40.8517519397815,763189
1067151,36005038100i2450,49,m,36005038100h1732,0,36047021500w16,-73.9011765307445,40.8517519397815,763189
5580636,36061027100i5923,59,f,36061027100h1433,4,36061027100h1433,-73.93635323682551,40.850352990661605,1146884
5580637,36061027100i2589,21,f,36061027100h1433,4,36061027100h1433,-73.93635323682551,40.850352990661605,1146884
5520358,36061025300i6854,60,f,36061025300h1431,4,36061025300h1431,-73.9389126185939,40.8444292065212,449294
5520359,36061025300i10704,22,f,36061025300h1431,4,36061025300h1431,-73.9389126185939,40.8444292065212,449294
5520360,36061025300i2657,55,f,36061025300h1431,4,36061010100w1331,-73.9389126185939,40.8444292065212,449294
9256115,34003042500i827,3,f,34003042500h591,1,34003042400d4,-74.0749417826125,40.912727874900796,601236
9256116,34003042500i833,4,m,34003042500h591,1,34039032002s0,-74.0749417826125,40.912727874900796,601236
9256117,34003042500i4512,59,f,34003042500h591,1,34003042500h591,-74.0749417826125,40.912727874900796,601236
9256118,34003042500i865,14,m,34003042500h591,1,34013017400s0,-74.0749417826125,40.912727874900796,601236
9256119,34003042500i771,43,f,34003042500h591,1,34003023502w243,-74.0749417826125,40.912727874900796,601236
9256120,34003042500i3862,48,m,34003042500h591,1,34003004001w43,-74.0749417826125,40.912727874900796,601236
9256121,34003042500i4265,79,f,34003042500h591,1,34003012002w27,-74.0749417826125,40.912727874900796,601236
9256122,34003042500i448,53,m,34003042500h591,1,34003042100w118,-74.0749417826125,40.912727874900796,601236
9730666,34013011500i1491,47,m,34013011500h535,1,34013019500w97,-74.2280127561485,40.751764638497896,608369
9730667,34013011500i1057,9,m,34013011500h535,1,34019011201s1,-74.2280127561485,40.751764638497896,608369
9730668,34013011500i1060,2,f,34013011500h535,1,34013002100d1,-74.2280127561485,40.751764638497896,608369
9730669,34013011500i1007,40,f,34013011500h535,1,34023003101w310,-74.2280127561485,40.751764638497896,608369
9730670,34013011500i1519,44,m,34013011500h535,1,34013011500h535,-74.2280127561485,40.751764638497896,608369
9730671,34013011500i433,38,m,34013011500h535,1,34013011500h535,-74.2280127561485,40.751764638497896,608369
767137,36005026300i5996,58,f,36005026300h1396,3,36005023501w7,-73.90381267269171,40.866696626258005,655205
767138,36005026300i778,38,m,36005026300h1396,3,36005024300w24,-73.90381267269171,40.866696626258005,655205
767139,36005026300i3242,9,f,36005026300h1396,3,36005000400s0,-73.90381267269171,40.866696626258005,655205
6435391,36081031700i4597,58,m,36081031700h2449,6,36081031700h2449,-73.89966896600521,40.7670701712492,1160844
6435392,36081031700i4604,53,m,36081031700h2449,6,36081011500w76,-73.89966896600521,40.7670701712492,1160844
6532721,36081037700i2470,21,f,36081037700h167,5,36061010900w2301,-73.86741682889391,40.754254497548295,798457
6532722,36081037700i378,10,f,36081037700h167,5,36103135104s0,-73.86741682889391,40.754254497548295,798457
6532723,36081037700i382,7,m,36081037700h167,5,36103135104s0,-73.86741682889391,40.754254497548295,798457
6532724,36081037700i305,22,f,36081037700h167,5,36081037700h167,-73.86741682889391,40.754254497548295,798457
50481,36005003100i623,9,f,36005003100h326,1,36005000400s0,-73.9068653238773,40.810243970346896,657852
50482,36005003100i1319,35,f,36005003100h326,1,36005003100h326,-73.9068653238773,40.810243970346896,657852
50483,36005003100i349,35,m,36005003100h326,1,34003008000w208,-73.9068653238773,40.810243970346896,657852
50484,36005003100i626,2,m,36005003100h326,1,36005000400d0,-73.9068653238773,40.810243970346896,657852
50485,36005003100i666,34,f,36005003100h326,1,36061007200w396,-73.9068653238773,40.810243970346896,657852
50486,36005003100i620,5,m,36005003100h326,1,36005000400s0,-73.9068653238773,40.810243970346896,657852
4240445,36061002601i3571,23,m,36061002601h1281,6,36061002601h1281,-73.98006141990359,40.7230358520943,1253924
4240446,36061002601i1883,34,m,36061002601h1281,6,36061003100w763,-73.98006141990359,40.7230358520943,1253924
4240447,36061002601i1901,22,m,36061002601h1281,6,36061002601h1281,-73.98006141990359,40.7230358520943,1253924
4240448,36061002601i1900,38,m,36061002601h1281,6,36061002601h1281,-73.98006141990359,40.7230358520943,1253924
4240449,36061002601i3165,46,f,36061002601h1281,6,36061002601h1281,-73.98006141990359,40.7230358520943,1253924
4240450,36061002601i3296,44,m,36061002601h1281,6,36061002601h1281,-73.98006141990359,40.7230358520943,1253924
3959791,36059404400i3019,28,m,36059404400h1446,0,36103158900w316,-73.7112093198755,40.7227392007771,680017
3959792,36059404400i3150,30,f,36059404400h1446,0,36081150702w71,-73.7112093198755,40.7227392007771,680017
3959793,36059404400i4711,13,f,36059404400h1446,0,36081157902s0,-73.7112093198755,40.7227392007771,680017
6141278,36081019400i1292,36,m,36081019400h718,0,36081019400h718,-73.8017451771863,40.6860851474411,777758
6141279,36081019400i1655,58,m,36081019400h718,0,36081019400h718,-73.8017451771863,40.6860851474411,777758
6141280,36081019400i1690,42,f,36081019400h718,0,36059410800w81,-73.8017451771863,40.6860851474411,777758
6141281,36081019400i1471,31,f,36081019400h718,0,36081146300w62,-73.8017451771863,40.6860851474411,777758
6141282,36081019400i2627,5,f,36081019400h718,0,36005001600s3,-73.8017451771863,40.6860851474411,777758
426767,36005017901i1560,23,f,36005017901h684,4,36005017901h684,-73.9159933633172,40.83561778667529,764530
426768,36005017901i3272,11,m,36005017901h684,4,36005000400s0,-73.9159933633172,40.83561778667529,764530
426769,36005017901i3084,24,m,36005017901h684,4,36005017901h684,-73.9159933633172,40.83561778667529,764530
426770,36005017901i4120,84,m,36005017901h684,4,36005017901h684,-73.9159933633172,40.83561778667529,764530
426771,36005017901i3889,22,m,36005017901h684,4,36005017901h684,-73.9159933633172,40.83561778667529,764530
426772,36005017901i3717,49,m,36005017901h684,4,36005017901h684,-73.9159933633172,40.83561778667529,764530
426773,36005017901i3501,1,m,36005017901h684,4,36005017901h684,-73.9159933633172,40.83561778667529,764530
7971130,36085003900i86,75,f,36085003900h4,10,36047000900w7492,-74.0951535990423,40.623350640035504,702105
8080734,36085012806i5271,77,f,36085012806h2057,0,36085012806h2057,-74.114581563113,40.560953719215796,92817
8080735,36085012806i3279,84,m,36085012806h2057,0,34027043303w145,-74.114581563113,40.560953719215796,92817
8080736,36085012806i3597,79,f,36085012806h2057,0,36061006800w425,-74.114581563113,40.560953719215796,92817
9437243,34013000500i7,23,f,34013000500h13,9,34039030702w84,-74.1819597732005,40.7665383189709,604094
9972332,34013017800i362,63,f,34013017800h461,4,34013017800h461,-74.24666219933209,40.7737261498228,326238
10607025,34017017500i1856,14,m,34017017500h770,1,34003051300s3,-74.0370724411477,40.7597289446965,920614
10607026,34017017500i1392,51,f,34017017500h770,1,34017017500h770,-74.0370724411477,40.7597289446965,920614
10607027,34017017500i3322,15,f,34017017500h770,1,34003051300s3,-74.0370724411477,40.7597289446965,920614
10607028,34017017500i1862,8,f,34017017500h770,1,34003019202s0,-74.0370724411477,40.7597289446965,920614
10607029,34017017500i891,46,m,34017017500h770,1,34017001701w9,-74.0370724411477,40.7597289446965,920614
165350,36005006800i2573,40,m,36005006800h732,1,36005006800h732,-73.8701093116581,40.8293715192525,762840
165351,36005006800i2691,34,m,36005006800h732,1,36061008400w725,-73.8701093116581,40.8293715192525,762840
165352,36005006800i934,22,m,36005006800h732,1,36005005902w20,-73.8701093116581,40.8293715192525,762840
165353,36005006800i1625,7,f,36005006800h732,1,36005000400s0,-73.8701093116581,40.8293715192525,762840
165354,36005006800i1621,2,m,36005006800h732,1,36005000400d0,-73.8701093116581,40.8293715192525,762840
165355,36005006800i1381,21,f,36005006800h732,1,36005006800h732,-73.8701093116581,40.8293715192525,762840
728887,36005024700i134,49,m,36005024700h135,7,36061013700w1722,-73.91786504295999,40.8533815248204,655201
8475370,36119002404i946,55,f,36119002404h573,1,36119004800w108,-73.85455245300379,40.926129157121395,530806
8475371,36119002404i1767,15,f,36119002404h573,1,36119003700s0,-73.85455245300379,40.926129157121395,530806
8475372,36119002404i1765,12,m,36119002404h573,1,36119002300s1,-73.85455245300379,40.926129157121395,530806
8475373,36119002404i813,53,m,36119002404h573,1,36061012500w1516,-73.85455245300379,40.926129157121395,530806
11185457,34039031000i1901,57,f,34039031000h932,0,34013020400w64,-74.19505420730479,40.6528664445116,1244499
11185458,34039031000i3161,30,f,34039031000h932,0,34039031000h932,-74.19505420730479,40.6528664445116,1244499
11185459,34039031000i3964,7,m,34039031000h932,0,34003001000s1,-74.19505420730479,40.6528664445116,1244499
11185460,34039031000i1640,52,m,34039031000h932,0,34039031000h932,-74.19505420730479,40.6528664445116,1244499
11185461,34039031000i3749,58,f,34039031000h932,0,34039030400w16,-74.19505420730479,40.6528664445116,1244499
8990166,34003019305i3565,57,f,34003019305h2457,0,34003016000w656,-73.9747136860648,40.844640212045,791621
8990167,34003019305i3314,68,m,34003019305h2457,0,34003019305h2457,-73.9747136860648,40.844640212045,791621
6744755,36081046900i970,6,f,36081046900h551,5,36103158606s0,-73.8767021258398,40.7466618597393,777179
6744756,36081046900i5950,43,f,36081046900h551,5,36061003300w1847,-73.8767021258398,40.7466618597393,777179
6744757,36081046900i706,33,f,36081046900h551,5,36047036600w213,-73.8767021258398,40.7466618597393,777179
6744758,36081046900i967,8,m,36081046900h551,5,36103158606s0,-73.8767021258398,40.7466618597393,777179
1388488,36047000502i2412,62,m,36047000502h1509,11,36047000502h1509,-73.9936547121183,40.6938551422214,794375
1388489,36047000502i2398,22,f,36047000502h1509,11,36061005800w929,-73.9936547121183,40.6938551422214,794375
1388490,36047000502i2399,25,f,36047000502h1509,11,36087010804w140,-73.9936547121183,40.6938551422214,794375
1388491,36047000502i2400,32,m,36047000502h1509,11,36103112206w2979,-73.9936547121183,40.6938551422214,794375
