Id,HmID,WrkID,Sex,Age,Grp
34013004500i2317,34013004500h1038,34013004500h1038,f,16,inGrp
34013004500i1897,34013004500h1038,34013004500h1038,f,55,inGrp
36061027700i4807,36061027700h1572,36061027700s1,m,14,inGrp
36061027700i4795,36061027700h1572,36061028300d1,f,1,inGrp
36061027700i4789,36061027700h1572,36061028300s0,f,7,inGrp
36061027700i6433,36061027700h1572,36061027700h1572,f,19,inGrp
36061027700i2918,36061027700h1572,36061027700h1572,f,39,inGrp
36061027700i4891,36061027700h1572,36005023702w126,f,34,inGrp
36061027700i4800,36061027700h1572,36061028300s0,f,10,inGrp
36061027700i1892,36061027700h1572,36061009200w2710,m,32,inGrp
36047087800i2640,36047087800h410,36061001300w1654,f,88,inGrp
36047087800i2173,36047087800h410,36047087800h410,m,74,inGrp
36047087800i843,36047087800h410,36047087800h410,f,41,inGrp
36047087800i1362,36047087800h410,36081069300d0,f,2,inGrp
34017016300i4260,34017016300h1525,36061007400w1032,f,74,inGrp
34017016300i2901,34017016300h1525,34017016300h1525,m,62,inGrp
34017016300i2904,34017016300h1525,34003005000w791,m,63,inGrp
34017016300i2882,34017016300h1525,34017015600w110,m,59,inGrp
34017016300i2875,34017016300h1525,34017016300h1525,m,68,inGrp
36061015100i1290,36061015100h2028,36061013900s0,m,15,inGrp
36061015100i2164,36061015100h2028,36061002100w2405,f,53,inGrp
36061015100i1251,36061015100h2028,36061013900s0,f,14,inGrp
36081007500i2532,36081007500h1332,36081007500h1332,f,0,inGrp
36081007500i2539,36081007500h1332,36005000400s0,m,8,inGrp
36081007500i2540,36081007500h1332,36005000400s0,m,9,inGrp
36081007500i1632,36081007500h1332,36081007500h1332,f,31,inGrp
36081007500i3692,36081007500h1332,36081007500h1332,f,69,inGrp
36081007500i1324,36081007500h1332,36081007500h1332,m,42,inGrp
36005022500i6666,36005022500h518,36005000400s0,f,8,inGrp
36005022500i5171,36005022500h518,36005001600s10,m,14,inGrp
36005022500i6646,36005022500h518,36061018300w68,m,38,inGrp
36005022500i467,36005022500h518,36005000400s0,m,11,inGrp
36005022500i697,36005022500h518,36005022500h518,f,55,inGrp
36047021200i371,36047021200h1432,36047021200h1432,m,19,inGrp
36047021200i3039,36047021200h1432,36047021200h1432,m,29,inGrp
36047021200i299,36047021200h1432,36047021200h1432,m,18,inGrp
36047026800i405,36047026800h371,36047052600s0,f,9,inGrp
36047026800i3426,36047026800h371,36047026800h371,f,41,inGrp
36047026800i342,36047026800h371,36047026800h371,f,47,inGrp
34003046100i2336,34003046100h997,34013000800s0,f,11,inGrp
34003046100i2323,34003046100h997,34013000800s0,f,11,inGrp
34003046100i2313,34003046100h997,34013000800s0,m,4,inGrp
34003046100i1786,34003046100h997,34003046100h997,f,41,inGrp
34003046100i2345,34003046100h997,34003028001s3,f,13,inGrp
34003046100i1333,34003046100h997,36061019400w274,m,38,inGrp
36047089400i2992,36047089400h828,36047089400h828,m,23,inGrp
36047089400i3154,36047089400h828,36047089400h828,f,48,inGrp
36047089400i2921,36047089400h828,36047027100w140,f,53,inGrp
36047089400i1639,36047089400h828,36081085500s0,m,8,inGrp
36047089400i705,36047089400h828,36047005300w251,m,24,inGrp
36047089400i2668,36047089400h828,36047089400h828,f,22,inGrp
36047089400i1036,36047089400h828,36047089400h828,f,18,inGrp
36047089400i1629,36047089400h828,36081028900d0,m,0,inGrp
36085017008i4558,36085017008h2187,36047111600w5,m,49,inGrp
36085017008i4510,36085017008h2187,36047000900w11754,f,50,inGrp
36085017008i7255,36085017008h2187,36047003700w1870,m,47,inGrp
36081015801i2009,36081015801h931,36081015801h931,f,28,inGrp
36081015801i1801,36081015801h931,34039031100w19,m,32,inGrp
36081015801i2865,36081015801h931,36081015801h931,m,67,inGrp
36081015801i2183,36081015801h931,36081014400w48,f,64,inGrp
36081015801i2772,36081015801h931,36081015801h931,f,66,inGrp
36081015801i3007,36081015801h931,36081015801h931,m,40,inGrp
36081015801i3600,36081015801h931,36081015801h931,m,41,inGrp
36061015400i10445,36061015400h6916,36061015400h6916,f,25,inGrp
36061015400i10438,36061015400h6916,36061003300w1013,f,25,inGrp
36061023400i3692,36061023400h779,36061020300w1375,m,29,inGrp
36061023400i3440,36061023400h779,36061007600w1394,f,47,inGrp
36061023400i637,36061023400h779,36061023600d0,m,3,inGrp
36061023400i634,36061023400h779,36005013500s6,m,16,inGrp
36061023400i4401,36061023400h779,36081003200w219,f,19,inGrp
36061023400i1017,36061023400h779,36061000700w3040,f,40,inGrp
36061023400i4194,36061023400h779,36061008800w815,m,21,inGrp
36005005002i5798,36005005002h1600,36005005002h1600,m,23,inGrp
36005005002i3455,36005005002h1600,36005005002h1600,f,23,inGrp
36005005002i2547,36005005002h1600,36005005002h1600,m,23,inGrp
36081081800i1258,36081081800h618,36081043701w52,f,38,inGrp
36081081800i3403,36081081800h618,36081045200s0,m,16,inGrp
36081081800i798,36081081800h618,36061016800w584,m,32,inGrp
36081081800i1791,36081081800h618,36005035900s0,m,4,inGrp
36081081800i1790,36081081800h618,36005035900s0,m,9,inGrp
36081114100i278,36081114100h260,36081114100h260,m,62,inGrp
36081114100i378,36081114100h260,36081114100h260,f,52,inGrp
36081114100i2162,36081114100h260,36061000700w2364,f,40,inGrp
36081114100i2363,36081114100h260,36081114100h260,m,11,inGrp
36081114100i490,36081114100h260,36081114100h260,m,8,inGrp
36047039800i655,36047039800h434,36047039800h434,f,49,inGrp
36047039800i2269,36047039800h434,36081044601w326,m,26,inGrp
36047039800i1068,36047039800h434,36047044000s0,f,10,inGrp
36047039800i2275,36047039800h434,36047039800h434,f,21,inGrp
36047039800i1046,36047039800h434,36047044000s0,f,6,inGrp
36047039800i1054,36047039800h434,36047044000s0,f,5,inGrp
36047039800i641,36047039800h434,36047039800h434,m,52,inGrp
36081071306i4797,36081071306h2722,36081015700w245,f,27,inGrp
36081071306i4801,36081071306h2722,36081071306h2722,f,32,inGrp
36081071306i4792,36081071306h2722,36081071306h2722,f,31,inGrp
34013017600i4178,34013017600h585,34013019600d1,f,3,inGrp
34013017600i980,34013017600h585,34013017600h585,f,10,inGrp
34013017600i976,34013017600h585,34013017600h585,m,15,inGrp
34013017600i4199,34013017600h585,34013017600h585,f,7,inGrp
34013017600i4456,34013017600h585,34013017600h585,f,35,inGrp
34013017600i740,34013017600h585,34013017600h585,f,23,inGrp
36081040900i119,36081040900h133,36005040900s4,f,14,inGrp
36081040900i4498,36081040900h133,36081040900h133,f,18,inGrp
36081040900i173,36081040900h133,36081040900h133,f,28,inGrp
34039032500i418,34039032500h352,34039032500h352,f,53,inGrp
34039032500i4898,34039032500h352,34039033500d3,m,2,inGrp
34039032500i491,34039032500h352,34039032500h352,m,17,inGrp
34039032500i4153,34039032500h352,34039032500h352,f,44,inGrp
34039032500i5553,34039032500h352,34039032500h352,f,84,inGrp
34039032500i495,34039032500h352,34039032500h352,f,16,inGrp
36081017200i1881,36081017200h199,36081037300w43,f,24,inGrp
36081017200i1911,36081017200h199,36081017200h199,m,44,inGrp
36081017200i388,36081017200h199,36047047800w69,f,48,inGrp
36081017200i1273,36081017200h199,36061010000w1170,m,32,inGrp
36081017200i1899,36081017200h199,36081017200h199,f,44,inGrp
36047088200i1623,36047088200h1794,36047088200h1794,m,30,inGrp
36047088200i3044,36047088200h1794,36047057100w37,f,30,inGrp
36047088200i3495,36047088200h1794,36081016300s0,m,17,inGrp
36047088200i3493,36047088200h1794,36081084500s1,f,11,inGrp
36047088200i3494,36047088200h1794,36081069701d0,m,1,inGrp
36005038301i1977,36005038301h863,36061005400w507,f,52,inGrp
36005038301i3361,36005038301h863,36005001600s10,m,15,inGrp
36005038301i3230,36005038301h863,36005038301h863,m,49,inGrp
36061024100i6119,36061024100h3040,36061024100h3040,m,78,inGrp
36061024100i6555,36061024100h3040,36061024100h3040,f,54,inGrp
36061024100i6628,36061024100h3040,36061024100h3040,f,38,inGrp
36061024100i3766,36061024100h3040,36061024100h3040,m,18,inGrp
36061024100i5766,36061024100h3040,36061024100h3040,m,18,inGrp
36061024100i4325,36061024100h3040,36119007100w212,m,29,inGrp
36061024100i7365,36061024100h3040,36061020300w1207,f,22,inGrp
36081062900i755,36081062900h633,36081062900h633,m,62,inGrp
36081062900i2750,36081062900h633,36081062900h633,f,31,inGrp
36081062900i1445,36081062900h633,36081062900h633,m,9,inGrp
36081062900i1064,36081062900h633,36081062900h633,f,52,inGrp
36081062900i1446,36081062900h633,36081062900h633,m,16,inGrp
36005026602i4177,36005026602h1638,36005026602h1638,m,44,inGrp
36005026602i1388,36005026602h1638,36005026602h1638,m,44,inGrp
36005042000i2140,36005042000h1216,36005042000h1216,f,18,inGrp
36005042000i3639,36005042000h1216,36005042000h1216,f,30,inGrp
36005042000i1679,36005042000h1216,36005042000h1216,m,20,inGrp
36061017500i2075,36061017500h2788,36061016900s6,f,9,inGrp
36061017500i2071,36061017500h2788,36061016900s6,m,9,inGrp
36061017500i3829,36061017500h2788,36061017500h2788,f,27,inGrp
36061017500i10306,36061017500h2788,36061017500h2788,m,42,inGrp
36061017500i2900,36061017500h2788,36061017500h2788,m,35,inGrp
36005041400i4804,36005041400h690,36005041400h690,f,51,inGrp
36005041400i1684,36005041400h690,36005041400h690,f,1,inGrp
36005041400i1255,36005041400h690,36005041400h690,f,34,inGrp
36005041400i3948,36005041400h690,36005041400h690,m,47,inGrp
36005041400i1683,36005041400h690,36005001600s10,f,16,inGrp
36061020102i1537,36061020102h1214,36005006100w42,m,53,inGrp
36061020102i2053,36061020102h1214,36061005700w317,f,53,inGrp
34003023200i4158,34003023200h2066,34013016500d0,f,0,inGrp
34003023200i3099,34003023200h2066,34003015500w28,f,37,inGrp
34003023200i2726,34003023200h2066,34003023200h2066,m,33,inGrp
36047025500i4757,36047025500h737,36047025500h737,f,47,inGrp
36047025500i2110,36047025500h737,36047050900s0,m,10,inGrp
36047025500i3256,36047025500h737,36047025500h737,m,18,inGrp
36047025500i4810,36047025500h737,36047053700w83,f,37,inGrp
36047025500i2125,36047025500h737,36047050900s0,f,10,inGrp
36047025500i1733,36047025500h737,36047025500h737,f,46,inGrp
36081033402i4416,36081033402h4967,36081033402h4967,m,47,inGrp
36081033402i7682,36081033402h4967,36061004900w77,f,46,inGrp
36081033402i8054,36081033402h4967,36081033402s4,f,12,inGrp
36081033402i8056,36081033402h4967,36081033402s4,f,12,inGrp
36081033402i8053,36081033402h4967,36005036300d2,m,2,inGrp
36061018400i4791,36061018400h2697,36061018400h2697,f,62,inGrp
36061018400i3503,36061018400h2697,36061013200w96,m,57,inGrp
36081099703i1908,36081099703h1197,36081099703h1197,f,63,inGrp
36081099703i1581,36081099703h1197,36061000700w3181,m,55,inGrp
36081099703i3488,36081099703h1197,36047003700w2163,m,74,inGrp
36047036300i1110,36047036300h1176,36047036300h1176,m,56,inGrp
36047036300i2078,36047036300h1176,36047011900w110,f,64,inGrp
36061002201i1490,36061002201h1105,36061002201w24,f,41,inGrp
36061002201i5111,36061002201h1105,36061003001s0,m,15,inGrp
34017014101i1747,34017014101h1293,34017014101h1293,m,39,inGrp
34017014101i1882,34017014101h1293,34003013002w56,f,31,inGrp
36119005200i4314,36119005200h524,36005020000w60,m,47,inGrp
36119005200i765,36119005200h524,36119005001w54,m,67,inGrp
36119005200i1182,36119005200h524,36005046201s3,m,14,inGrp
36119005200i990,36119005200h524,36061025500w113,f,57,inGrp
36119005200i1208,36119005200h524,36005046201s3,f,14,inGrp
36119005200i4575,36119005200h524,36119005200w19,f,59,inGrp
36047056600i512,36047056600h523,34017007700w564,m,47,inGrp
36047056600i748,36047056600h523,36047066600s0,m,10,inGrp
36047056600i747,36047056600h523,36047057000d5,m,2,inGrp
36047056600i744,36047056600h523,36047059401s0,f,12,inGrp
36047056600i667,36047056600h523,36047056600h523,f,35,inGrp
36047035700i2144,36047035700h587,36047035700h587,m,68,inGrp
36047035700i2257,36047035700h587,36047035700h587,m,0,inGrp
36047035700i1234,36047035700h587,36047035700h587,f,63,inGrp
36061017300i1865,36061017300h1211,36061008000w323,f,28,inGrp
34039031000i3280,34039031000h642,34039039800w610,m,29,inGrp
34039031000i816,34039031000h642,34039031000h642,m,27,inGrp
34039031000i1069,34039031000h642,34039031000h642,f,21,inGrp
34039031000i1442,34039031000h642,34013004802d0,m,1,inGrp
34017011300i264,34017011300h192,34017011300h192,f,22,inGrp
34017013000i153,34017013000h186,34017013000h186,f,42,inGrp
34017013000i151,34017013000h186,34013009700s0,m,12,inGrp
34017013000i2704,34017013000h186,36061021100w27,m,35,inGrp
34017013000i143,34017013000h186,34013009200s0,f,16,inGrp
34017013000i3267,34017013000h186,34013008000w1781,m,46,inGrp
34017013000i142,34017013000h186,34013009600d0,f,0,inGrp
34017013000i3039,34017013000h186,34013009600d0,m,0,inGrp
36119008404i639,36119008404h645,36119008404h645,f,38,inGrp
36119008404i42,36119008404h645,36119007100s1,f,7,inGrp
36119008404i37,36119008404h645,36119007100s1,f,9,inGrp
36081021600i169,36081021600h594,36081021600h594,m,42,inGrp
36081024700i897,36081024700h479,36081024700h479,f,53,inGrp
36081024700i908,36081024700h479,36061007200w674,f,58,inGrp
34013019600i5170,34013019600h1675,34013019600d1,m,0,inGrp
34013019600i2689,34013019600h1675,34013019600h1675,m,22,inGrp
34013019600i3389,34013019600h1675,34013019200w19,f,24,inGrp
34013019600i4497,34013019600h1675,34013019600h1675,m,78,inGrp
36047041800i1904,36047041800h836,36047041800h836,m,50,inGrp
36047041800i1736,36047041800h836,36047046000w12,m,75,inGrp
36047041800i1915,36047041800h836,36047120000s0,m,9,inGrp
36047041800i1747,36047041800h836,36047041800h836,m,71,inGrp
36047041800i2245,36047041800h836,36047041800h836,f,86,inGrp
36005002701i2198,36005002701h981,36081003300w694,f,22,inGrp
36005002701i2752,36005002701h981,36005002701h981,m,57,inGrp
36005002701i1203,36005002701h981,36005002701h981,m,24,inGrp
36005002701i2615,36005002701h981,36061008200w2016,m,32,inGrp
36119007700i3495,36119007700h1618,36081020500w400,m,37,inGrp
36119007700i3441,36119007700h1618,36061013100w1313,f,44,inGrp
34017011600i753,34017011600h57,34017011600h57,f,79,inGrp
36047024900i1739,36047024900h1162,36047027300s1,f,4,inGrp
36047024900i1744,36047024900h1162,36047027300s1,m,9,inGrp
36047024900i1016,36047024900h1162,36047024900h1162,m,39,inGrp
36047024900i3580,36047024900h1162,36061008400w1104,m,51,inGrp
36047024900i3184,36047024900h1162,36061000900w1234,f,18,inGrp
36047074000i3092,36047074000h546,36081004001w11,f,54,inGrp
36047074000i2647,36047074000h546,36081094700s0,f,8,inGrp
36047074000i341,36047074000h546,36047074000h546,m,53,inGrp
36005021601i1104,36005021601h651,36005046201w234,f,36,inGrp
36005021601i1255,36005021601h651,36005001600s10,m,16,inGrp
36047056500i3057,36047056500h839,36047056500h839,m,24,inGrp
36047056500i830,36047056500h839,36047056500h839,m,25,inGrp
36047056500i1810,36047056500h839,36047057500d1,m,3,inGrp
36047056500i1829,36047056500h839,36047056100s0,m,14,inGrp
36047056500i1834,36047056500h839,36047049700s0,m,7,inGrp
36047056500i1027,36047056500h839,36047048500w154,f,18,inGrp
36061015900i6171,36061015900h4400,36061013100w1445,m,51,inGrp
36061015900i6706,36061015900h4400,36061015900h4400,f,47,inGrp
36061008300i3137,36061008300h2065,36061009200w801,m,42,inGrp
36061008300i3595,36061008300h2065,36061008300h2065,f,40,inGrp
36061008300i3133,36061008300h2065,36061008300h2065,m,35,inGrp
36061002201i5319,36061002201h1676,36061017100w119,m,61,inGrp
36061002201i2572,36061002201h1676,36061002201h1676,f,52,inGrp
36061002201i1659,36061002201h1676,36061002201h1676,m,49,inGrp
36061002201i2896,36061002201h1676,36061001600s3,m,10,inGrp
36061002201i2909,36061002201h1676,36061002601s4,m,12,inGrp
36081026200i796,36081026200h78,36047086800w3,f,37,inGrp
36081026200i1190,36081026200h78,36081026200h78,f,32,inGrp
36081026200i96,36081026200h78,36081026200h78,f,21,inGrp
36081026200i63,36081026200h78,36081026200h78,m,10,inGrp
34039034600i1489,34039034600h1011,34039034600h1011,m,24,inGrp
34039034600i2066,34039034600h1011,34039034600h1011,f,25,inGrp
34039034600i2532,34039034600h1011,34039034700s2,f,12,inGrp
34039034600i4124,34039034600h1011,34039034600h1011,m,11,inGrp
34039034600i4081,34039034600h1011,34039034600h1011,f,8,inGrp
34039034600i3675,34039034600h1011,34013004600w195,f,48,inGrp
36081080900i2984,36081080900h1575,36081120500d0,m,2,inGrp
36081080900i2174,36081080900h1575,36081080900h1575,m,32,inGrp
36081080900i5998,36081080900h1575,36081080900h1575,f,40,inGrp
36081080900i6617,36081080900h1575,36047000900w10359,m,76,inGrp
36081080900i2464,36081080900h1575,36061014000w133,f,33,inGrp
36081099100i1090,36081099100h1013,36081099100h1013,f,34,inGrp
36081099100i789,36081099100h1013,36081099100h1013,f,6,inGrp
36081099100i801,36081099100h1013,36081099100h1013,f,8,inGrp
36081099100i818,36081099100h1013,36081099100h1013,m,9,inGrp
36081099100i765,36081099100h1013,36081099100h1013,m,1,inGrp
36005045800i1111,36005045800h605,36005001600s10,m,16,inGrp
36005045800i1158,36005045800h605,36061013800w160,f,33,inGrp
36005045800i5552,36005045800h605,36005045800h605,f,27,inGrp
36081120500i1705,36081120500h888,36081120500h888,f,62,inGrp
36081120500i2712,36081120500h888,36081120500h888,m,36,inGrp
36081120500i2517,36081120500h888,36081120500h888,f,6,inGrp
36081120500i1594,36081120500h888,36081120500h888,m,59,inGrp
36081120500i2221,36081120500h888,36081120500w31,m,25,inGrp
36081100802i7375,36081100802h814,36081100802h814,m,40,inGrp
36081100802i5557,36081100802h814,36081130100s0,m,16,inGrp
36081100802i1772,36081100802h814,36081100802h814,f,41,inGrp
36081100802i5380,36081100802h814,36061004900w287,m,22,inGrp
34013022900i1925,34013022900h1263,36061020600w57,m,65,inGrp
34013022900i1928,34013022900h1263,34013004700w0,m,64,inGrp
36061022500i3205,36061022500h2729,36061022500h2729,m,34,inGrp
36061022500i5087,36061022500h2729,36061022500h2729,f,35,inGrp
36061022500i8198,36061022500h2729,36061022301d1,m,2,inGrp
36061022500i8776,36061022500h2729,36061011201w651,f,45,inGrp
36081030600i3257,36081030600h438,36081030600h438,m,45,inGrp
36081030600i2711,36081030600h438,36081030600h438,f,32,inGrp
36081030600i3727,36081030600h438,36081030600h438,f,22,inGrp
36081030600i839,36081030600h438,36081030600h438,f,27,inGrp
36085002100i4176,36085002100h612,36085007500s1,m,10,inGrp
36085002100i3079,36085002100h612,36061002900w3104,m,59,inGrp
36085002100i1204,36085002100h612,36085002100h612,f,51,inGrp
36085002100i3219,36085002100h612,36085002100h612,m,77,inGrp
36047011000i1086,36047011000h534,36061006700w138,f,61,inGrp
36047011000i1994,36047011000h534,36047011000h534,f,24,inGrp
36047011000i1038,36047011000h534,36047011000h534,m,64,inGrp
34017007000i1100,34017007000h861,36061005800w622,f,58,inGrp
34017007000i3791,34017007000h861,34017007000h861,m,43,inGrp
36081005900i1606,36081005900h1169,36047047700w21,m,31,inGrp
36081005900i1705,36081005900h1169,36081005900h1169,f,26,inGrp
36081081400i2357,36081081400h498,36081081400h498,f,48,inGrp
36081081400i2883,36081081400h498,36047000900w9183,f,80,inGrp
36081081400i3296,36081081400h498,36081081400h498,m,72,inGrp
36081081400i1114,36081081400h498,36081045200s0,m,15,inGrp
36081081400i1110,36081081400h498,36081045200s0,m,15,inGrp
36081081400i3291,36081081400h498,36081010200s1,f,12,inGrp
36081081400i369,36081081400h498,36081081400h498,m,52,inGrp
36081081400i903,36081081400h498,36061015700w46,f,47,inGrp
34013009600i2662,34013009600h1349,34031124322w189,m,31,inGrp
34013009600i2683,34013009600h1349,36061008000w1035,m,27,inGrp
34013009600i2692,34013009600h1349,34017018800w197,m,35,inGrp
36047043800i1591,36047043800h607,36081004200s0,m,9,inGrp
36047043800i1583,36047043800h607,36081004200s0,f,5,inGrp
36047043800i1576,36047043800h607,36047076800s7,m,15,inGrp
36047043800i1563,36047043800h607,36081004200s0,f,5,inGrp
36047043800i1032,36047043800h607,36061001502w965,m,30,inGrp
36047043800i1043,36047043800h607,36047043800h607,f,21,inGrp
36119002101i1731,36119002101h1011,36119002101h1011,f,35,inGrp
36119002101i3056,36119002101h1011,36119002101h1011,m,46,inGrp
36119002101i1645,36119002101h1011,36119002101h1011,m,40,inGrp
36061028300i5296,36061028300h3071,36061019400w219,f,69,inGrp
36061028300i6315,36061028300h3071,36061027100s4,f,6,inGrp
36061028300i5302,36061028300h3071,36061028300h3071,f,55,inGrp
36061028300i5305,36061028300h3071,36061010000w1498,f,61,inGrp
36061028300i5313,36061028300h3071,36061013100w1591,f,62,inGrp
34003023302i2754,34003023302h2147,34003023302h2147,m,77,inGrp
34003023302i2848,34003023302h2147,34003023100w1023,f,67,inGrp
34003023302i4717,34003023302h2147,34003023302h2147,f,31,inGrp
36061026500i4480,36061026500h2591,36061026500h2591,f,69,inGrp
36061026500i6997,36061026500h2591,36047003700w1957,f,69,inGrp
36061026500i4477,36061026500h2591,36061026500h2591,f,66,inGrp
36047085600i3208,36047085600h1056,36047085600h1056,f,30,inGrp
36047085600i3201,36047085600h1056,36047085600h1056,f,33,inGrp
36047085600i1080,36047085600h1056,36047085600h1056,m,22,inGrp
36047085600i1777,36047085600h1056,36047042300w18,f,26,inGrp
36047085600i2381,36047085600h1056,36081021600s1,m,8,inGrp
36061018800i2015,36061018800h519,36061002100w1576,m,73,inGrp
36047015300i131,36047015300h91,36061007200s0,f,16,inGrp
34017003100i3480,34017003100h1102,34017003100h1102,f,34,inGrp
34017003100i1510,34017003100h1102,34017003100h1102,m,63,inGrp
34017003100i1636,34017003100h1102,34017003100h1102,f,66,inGrp
36059404500i3253,36059404500h1079,36081136700s0,f,4,inGrp
36059404500i2006,36059404500h1079,36059404500h1079,f,44,inGrp
36059404500i3246,36059404500h1079,36081048000d1,f,3,inGrp
36059404500i3524,36059404500h1079,36081136700s0,f,10,inGrp
36059404500i1743,36059404500h1079,36119006000w323,m,40,inGrp
36059404500i3251,36059404500h1079,36081048000d1,f,2,inGrp
36059404500i3952,36059404500h1079,36081048000d2,f,0,inGrp
36081070900i2442,36081070900h588,36061005700w321,f,21,inGrp
36081070900i1547,36081070900h588,36081077903d0,m,2,inGrp
36081070900i1545,36081070900h588,36005002000s0,f,9,inGrp
36081070900i877,36081070900h588,36061008200w1780,m,22,inGrp
36081070900i2206,36081070900h588,36081070900h588,f,39,inGrp
36081070900i960,36081070900h588,36081051700w20,f,23,inGrp
36005021800i3451,36005021800h1807,36005021800h1807,f,47,inGrp
36005021800i4521,36005021800h1807,36005021800h1807,f,3,inGrp
36005021800i2566,36005021800h1807,36005021800h1807,m,57,inGrp
36005021800i4520,36005021800h1807,36005000400s0,f,11,inGrp
36005021800i4534,36005021800h1807,36005000400s0,f,6,inGrp
36005021800i5701,36005021800h1807,36005022000s0,f,12,inGrp
36005021800i5626,36005021800h1807,36005021800h1807,m,77,inGrp
36061023801i2261,36061023801h177,36061023801h177,f,66,inGrp
36047043700i1804,36047043700h1226,36047043700h1226,m,42,inGrp
36047043700i2450,36047043700h1226,36047043700h1226,f,45,inGrp
36047043700i4853,36047043700h1226,36047043700h1226,f,30,inGrp
36081034700i961,36081034700h529,36081063700w166,f,49,inGrp
36081034700i2442,36081034700h529,36081034700h529,m,24,inGrp
36081034700i1367,36081034700h529,36081034700h529,f,5,inGrp
36081034700i677,36081034700h529,36081034700h529,m,53,inGrp
36081034700i2333,36081034700h529,36005019400w10,f,35,inGrp
36081034700i2451,36081034700h529,36081034700h529,m,32,inGrp
36005014702i811,36005014702h510,36005014702h510,f,1,inGrp
36005014702i4709,36005014702h510,36005014702h510,m,44,inGrp
36005014702i926,36005014702h510,36005014702h510,f,42,inGrp
36005014702i4775,36005014702h510,36005001600s10,f,16,inGrp
36047044900i2382,36047044900h1068,36047044900h1068,m,20,inGrp
36047044900i1486,36047044900h1068,36047110400w112,m,65,inGrp
36047044900i1485,36047044900h1068,36047000900w9856,m,65,inGrp
36047039700i835,36047039700h478,36081059500s1,f,16,inGrp
36047039700i833,36047039700h478,36047037700s0,f,13,inGrp
36047039700i722,36047039700h478,36081063700w34,f,26,inGrp
36119005500i2698,36119005500h1125,36119005500h1125,f,18,inGrp
36119005500i4997,36119005500h1125,36119005300w121,m,71,inGrp
36119005500i3384,36119005500h1125,36005024600d1,f,1,inGrp
36119005500i3374,36119005500h1125,36005024600d1,m,3,inGrp
36119005500i2570,36119005500h1125,36119005500h1125,m,29,inGrp
36047116600i240,36047116600h177,36047116600h177,f,31,inGrp
36047116600i2182,36047116600h177,36047003700w1692,f,70,inGrp
36047116600i1831,36047116600h177,36047116600h177,f,62,inGrp
36047116600i88,36047116600h177,36081064500s2,m,15,inGrp
36081094203i1406,36081094203h175,36047109800w103,f,74,inGrp
36081052500i1609,36081052500h513,36081052500h513,m,4,inGrp
36081052500i968,36081052500h513,36081052500h513,f,21,inGrp
36081052500i1606,36081052500h513,36005039300s0,f,15,inGrp
36081052500i960,36081052500h513,36081052500h513,m,30,inGrp
36081052500i1990,36081052500h513,36047044300w154,m,38,inGrp
36061007800i6830,36061007800h4575,36061010000w1052,f,40,inGrp
36061007800i6862,36061007800h4575,36061007800h4575,f,38,inGrp
36061007800i6858,36061007800h4575,36061006800w444,f,42,inGrp
36061007800i6827,36061007800h4575,36061014801w62,f,48,inGrp
36061007800i6864,36061007800h4575,36061007800h4575,f,40,inGrp
36005034500i1928,36005034500h1259,36005034500h1259,m,53,inGrp
36005034500i2099,36005034500h1259,36005034500h1259,f,55,inGrp
36047013600i439,36047013600h529,36047110400w220,m,26,inGrp
34039034600i2660,34039034600h588,34039034600h588,m,4,inGrp
34039034600i1202,34039034600h588,34017002000w415,f,44,inGrp
36047009200i563,36047009200h392,36047022800w84,f,46,inGrp
36047009200i4458,36047009200h392,36047009200h392,f,32,inGrp
36047009200i4221,36047009200h392,36047009200h392,f,21,inGrp
36047009200i456,36047009200h392,36081025700s0,f,5,inGrp
36047009200i459,36047009200h392,36047014700s2,f,12,inGrp
36061029300i5350,36061029300h1272,36061029300h1272,f,68,inGrp
36061029300i6014,36061029300h1272,36005027300s2,f,17,inGrp
36061029300i6272,36061029300h1272,36061029300h1272,m,51,inGrp
36061029300i2463,36061029300h1272,36061011600w605,f,40,inGrp
36061015300i702,36061015300h51,36061015300h51,f,73,inGrp
36081046000i5663,36081046000h1277,36005023900d0,f,3,inGrp
36081046000i3044,36081046000h1277,36081046000h1277,m,4,inGrp
36081046000i1881,36081046000h1277,36061011900w1622,m,48,inGrp
36081046000i2362,36081046000h1277,36061011900w2353,f,47,inGrp
36061000600i8007,36061000600h1876,36061001600s3,m,11,inGrp
36061000600i2995,36061000600h1876,36061001800w5,f,23,inGrp
36047082200i910,36047082200h1703,36047082200h1703,m,24,inGrp
36047082200i6846,36047082200h1703,36047084800w8,f,29,inGrp
36047082200i2514,36047082200h1703,36081061900d0,f,2,inGrp
36047051200i532,36047051200h705,36047064200s2,m,14,inGrp
36047051200i537,36047051200h705,36047064200s2,m,15,inGrp
36047051200i6097,36047051200h705,36061008000w1288,f,63,inGrp
36047051200i5671,36047051200h705,36059405200w87,f,36,inGrp
36047051200i912,36047051200h705,36047051200h705,f,49,inGrp
36081129103i834,36081129103h514,36081129103h514,f,39,inGrp
36061024301i1377,36061024301h755,36061024301h755,f,54,inGrp
36061024301i3602,36061024301h755,36061024301h755,m,20,inGrp
36061024301i2653,36061024301h755,36061003900w991,m,69,inGrp
34013012200i409,34013012200h416,34013012200h416,m,40,inGrp
36081068700i601,36081068700h676,36081037900d1,m,0,inGrp
36081068700i4546,36081068700h676,36081087100w75,m,63,inGrp
36081068700i773,36081068700h676,36081068700h676,f,20,inGrp
